Transaction_Date,Amount,Merchant_Category,Card_Type,Transaction_Type,Country,Is_International,Is_Chip,Is_Pin_Used,Distance_From_Home,Hour_of_Day,Device_Type,Fraud_Flag,Day_of_Week,Is_Weekend,Is_Night,Amount_Avg_Per_Customer,Amount_Diff,High_Deviation,Freq_Transactions,Is_First_Transaction,Suspicious_Distance,No_Pin_Chip,Risk_Score
2024-05-05 12:25:02,184.32,Entertainment,Gold,Online,Germany,1,0,0,4.89,12,Mobile,1,Sunday,True,0,103.45333333333332,80.86666666666666,0,6,0,1,1,7.5
2025-06-01 23:47:20,60.0,Groceries,Gold,ATM,Germany,0,1,0,9.29,23,Mobile,1,Sunday,True,0,150.838,-90.838,0,10,0,1,0,1.5
2024-03-22 00:45:43,115.4,Utilities,Credit,ATM,India,0,0,0,3.66,0,Web,1,Friday,False,1,95.16333333333334,20.236666666666665,0,3,0,1,1,6.8
2024-08-09 00:58:09,80.41,Entertainment,Gold,Online,USA,0,1,0,6.13,0,Web,0,Friday,False,1,144.95999999999998,-64.54999999999998,0,5,0,1,0,2.8
2024-11-03 01:22:18,92.3,Fuel,Credit,Online,India,0,0,1,12.49,1,Web,1,Sunday,True,1,121.96857142857142,-29.668571428571425,0,7,0,1,0,2.8
2025-06-05 11:43:51,115.9,Utilities,Platinum,ATM,France,0,0,0,5.92,11,Mobile,0,Thursday,False,0,92.84416666666668,23.055833333333325,0,12,1,1,1,5.5
2025-02-22 21:45:10,283.03,Utilities,Debit,POS,India,0,0,0,0.32,21,Mobile,0,Saturday,True,0,150.825,132.20499999999998,0,2,0,0,1,4.0
2025-07-02 17:29:00,78.64,Entertainment,Platinum,Online,Germany,0,0,1,3.39,17,Terminal,0,Wednesday,False,0,147.71666666666667,-69.07666666666667,0,9,0,0,0,0.0
2024-04-13 19:58:03,33.71,Health,Gold,Online,UK,0,0,0,2.67,19,Mobile,1,Saturday,True,0,115.29875,-81.58875,0,8,0,0,1,2.0
2024-03-01 00:04:42,143.79,Health,Debit,ATM,UK,0,1,0,0.95,0,Web,1,Friday,False,1,100.148,43.642,0,5,1,0,0,3.3
2024-10-28 02:51:00,76.16,Entertainment,Platinum,Online,Canada,0,0,1,1.3,2,Terminal,1,Monday,False,1,181.574,-105.414,0,5,0,0,0,1.3
2024-01-18 12:01:34,464.09,Groceries,Gold,POS,France,1,0,0,11.58,12,Terminal,0,Thursday,False,0,181.8028571428572,282.28714285714284,0,7,0,1,1,7.5
2025-01-22 11:24:48,196.95,Entertainment,Gold,POS,Canada,0,0,0,25.09,11,Web,1,Wednesday,False,0,180.92142857142855,16.02857142857141,0,14,1,1,1,5.5
2025-05-23 19:51:03,800.11,Travel,Debit,Online,UK,1,0,1,12.83,19,Terminal,1,Friday,False,0,310.035,490.075,0,4,1,1,0,5.5
2024-04-28 15:27:55,81.59,Health,Debit,Online,Canada,0,1,0,0.67,15,Web,1,Sunday,True,0,171.78714285714287,-90.19714285714286,0,7,0,0,0,0.0
2024-01-05 23:45:05,73.39,Travel,Gold,POS,USA,0,0,0,12.32,23,Terminal,0,Friday,False,0,120.76571428571428,-47.37571428571428,0,7,1,1,1,3.5
2025-05-21 22:01:11,104.25,Entertainment,Credit,ATM,Australia,0,1,0,1.83,22,Terminal,0,Wednesday,False,0,118.02857142857144,-13.77857142857144,0,7,0,0,0,0.0
2024-03-09 00:45:38,44.35,Utilities,Platinum,POS,USA,0,0,0,0.62,0,Terminal,1,Saturday,True,1,121.87083333333334,-77.52083333333334,0,12,0,0,1,3.3
2025-02-20 07:23:11,148.99,Groceries,Credit,ATM,UK,0,1,0,11.85,7,Web,1,Thursday,False,0,107.46375,41.526250000000005,0,8,0,1,0,3.5
2024-09-27 13:33:12,19.24,Groceries,Gold,Online,USA,0,0,1,0.06,13,Mobile,1,Friday,False,0,69.3025,-50.0625,0,4,0,0,0,0.0
2024-05-29 08:46:11,34.38,Groceries,Platinum,POS,Australia,0,0,0,12.79,8,Mobile,0,Wednesday,False,0,138.15,-103.77,0,11,0,1,1,3.5
2024-12-21 05:31:56,28.67,Clothing,Platinum,POS,Singapore,0,1,0,5.89,5,Mobile,0,Saturday,True,1,98.74,-70.07000000000001,0,5,0,1,0,2.8
2024-03-25 22:59:30,93.06,Entertainment,Gold,ATM,Canada,0,0,0,1.01,22,Mobile,1,Monday,False,0,179.2875,-86.22749999999999,0,4,1,0,1,2.0
2025-06-12 01:49:43,271.5,Clothing,Platinum,Online,Australia,0,1,0,7.62,1,Terminal,1,Thursday,False,1,175.04500000000002,96.45499999999998,0,4,1,1,0,4.8
2024-04-22 16:41:15,276.58,Utilities,Platinum,Online,Australia,0,1,1,8.49,16,Web,1,Monday,False,0,173.195,103.385,0,8,1,1,0,3.5
2025-05-18 23:48:34,324.77,Health,Platinum,POS,Germany,0,0,0,7.18,23,Web,0,Sunday,True,0,119.73,205.04,0,4,0,1,1,5.5
2025-09-15 08:06:13,72.61,Online Services,Credit,Online,Singapore,0,0,0,0.93,8,Terminal,0,Monday,False,0,100.59333333333332,-27.98333333333332,0,3,1,0,1,2.0
2025-07-28 01:14:57,235.32,Health,Debit,Online,Germany,0,0,0,1.06,1,Mobile,1,Monday,False,1,88.6842857142857,146.6357142857143,0,7,0,0,1,5.3
2025-01-01 04:18:25,121.85,Fuel,Credit,POS,France,0,0,0,0.77,4,Terminal,1,Wednesday,False,1,127.33,-5.480000000000004,0,2,1,0,1,5.3
2024-11-10 04:58:12,189.75,Online Services,Debit,POS,Singapore,0,0,0,4.29,4,Web,1,Sunday,True,1,143.79363636363635,45.95636363636365,0,11,0,1,1,6.8
2024-09-17 06:34:10,79.34,Entertainment,Credit,POS,India,0,0,0,4.66,6,Terminal,0,Tuesday,False,0,166.12444444444446,-86.78444444444446,0,9,0,1,1,3.5
2024-06-09 00:40:27,138.84,Fuel,Platinum,ATM,France,0,0,1,1.29,0,Mobile,0,Sunday,True,1,134.41222222222223,4.427777777777777,0,9,1,0,0,3.3
2025-01-11 07:08:15,202.75,Utilities,Gold,POS,Singapore,0,0,0,11.14,7,Mobile,1,Saturday,True,0,148.88666666666668,53.86333333333332,0,6,0,1,1,5.5
2024-03-30 21:21:48,64.63,Entertainment,Gold,Online,Australia,1,0,0,15.28,21,Web,1,Saturday,True,0,117.12333333333336,-52.49333333333336,0,9,0,1,1,5.5
2025-07-29 00:20:48,49.29,Online Services,Platinum,POS,India,0,0,1,0.59,0,Terminal,1,Tuesday,False,1,149.28307692307692,-99.99307692307691,0,13,0,0,0,1.3
2024-11-23 07:45:46,105.48,Entertainment,Credit,POS,France,0,1,0,7.3,7,Web,0,Saturday,True,0,155.625,-50.145,0,6,0,1,0,1.5
2025-07-28 02:40:59,187.3,Travel,Platinum,POS,USA,0,0,0,2.27,2,Web,0,Monday,False,1,104.215,83.08500000000002,0,6,0,0,1,5.3
2024-05-09 17:57:28,43.98,Online Services,Platinum,ATM,India,0,1,1,1.73,17,Terminal,1,Thursday,False,0,107.34,-63.35999999999999,0,6,0,0,0,0.0
2025-04-12 17:05:42,139.91,Electronics,Debit,ATM,India,0,0,0,0.18,17,Web,1,Saturday,True,0,195.748,-55.838,0,5,0,0,1,4.0
2024-12-19 23:53:28,52.79,Health,Platinum,ATM,India,0,0,0,1.19,23,Terminal,1,Thursday,False,0,250.598,-197.808,0,5,1,0,1,2.0
2025-07-07 21:47:48,44.92,Travel,Credit,Online,India,0,1,0,0.2,21,Mobile,1,Monday,False,0,103.93875,-59.01875,0,8,0,0,0,0.0
2024-07-10 22:18:47,255.09,Clothing,Debit,ATM,Canada,0,1,0,4.56,22,Web,0,Wednesday,False,0,146.56,108.53,0,13,0,1,0,3.5
2025-03-29 12:44:36,463.59,Online Services,Debit,ATM,UK,0,0,0,12.39,12,Mobile,0,Saturday,True,0,182.7433333333333,280.84666666666664,0,9,0,1,1,5.5
2025-04-20 03:37:37,214.53,Utilities,Platinum,Online,USA,0,0,0,3.28,3,Web,0,Sunday,True,1,141.576,72.95400000000001,0,5,0,0,1,5.3
2025-05-14 07:13:14,173.13,Food,Credit,ATM,Australia,0,1,1,0.56,7,Terminal,1,Wednesday,False,0,217.0342857142857,-43.90428571428572,0,7,0,0,0,2.0
2025-03-15 05:13:37,100.23,Groceries,Credit,Online,USA,0,1,0,8.25,5,Web,1,Saturday,True,1,257.252,-157.022,0,5,0,1,0,2.8
2024-06-05 15:58:12,103.55,Health,Gold,Online,France,0,1,0,16.39,15,Web,1,Wednesday,False,0,138.528,-34.977999999999994,0,5,1,1,0,1.5
2025-01-02 08:14:51,30.27,Online Services,Platinum,ATM,UK,0,1,0,4.5,8,Mobile,0,Thursday,False,0,51.8575,-21.5875,0,4,0,1,0,1.5
2025-05-24 22:33:59,164.64,Online Services,Credit,ATM,Australia,0,0,0,0.81,22,Mobile,1,Saturday,True,0,129.43400000000003,35.20599999999996,0,5,0,0,1,4.0
2024-06-01 15:14:31,113.88,Health,Debit,Online,India,0,0,0,7.07,15,Terminal,1,Saturday,True,0,128.6125,-14.732500000000016,0,8,0,1,1,5.5
2024-07-21 06:33:27,47.63,Travel,Gold,POS,Germany,0,0,0,30.19,6,Mobile,0,Sunday,True,0,137.28,-89.65,0,8,0,1,1,3.5
2025-04-21 03:03:32,88.28,Groceries,Credit,POS,France,1,0,1,8.53,3,Mobile,1,Monday,False,1,183.39583333333331,-95.11583333333334,0,12,0,1,0,4.8
2025-09-17 01:54:20,37.76,Online Services,Debit,POS,UK,0,0,1,0.8,1,Mobile,1,Wednesday,False,1,63.25599999999999,-25.495999999999995,0,5,0,0,0,1.3
2025-08-21 15:14:40,75.08,Online Services,Debit,ATM,UK,0,0,1,1.25,15,Terminal,0,Thursday,False,0,88.298,-13.218000000000004,0,5,0,0,0,0.0
2025-09-17 07:27:57,118.19,Electronics,Platinum,POS,France,0,0,1,13.68,7,Web,0,Wednesday,False,0,105.17571428571428,13.014285714285704,0,7,0,1,0,3.5
2025-04-03 01:45:19,61.06,Food,Platinum,ATM,Singapore,0,1,0,9.56,1,Terminal,0,Thursday,False,1,109.05333333333334,-47.99333333333334,0,6,0,1,0,2.8
2024-07-02 04:40:51,330.84,Utilities,Credit,ATM,Australia,0,0,1,1.31,4,Mobile,1,Tuesday,False,1,133.79166666666666,197.0483333333333,0,6,0,0,0,3.3
2025-06-02 07:23:25,81.79,Utilities,Platinum,ATM,Germany,0,0,0,2.62,7,Mobile,1,Monday,False,0,137.2881818181818,-55.498181818181806,0,11,0,0,1,2.0
2024-01-15 14:54:32,139.4,Food,Platinum,ATM,India,0,0,0,5.71,14,Terminal,0,Monday,False,0,153.63,-14.22999999999999,0,5,0,1,1,5.5
2024-05-29 11:00:28,241.1,Clothing,Gold,Online,France,0,1,0,1.13,11,Mobile,0,Wednesday,False,0,139.3175,101.7825,0,4,1,0,0,2.0
2024-04-08 09:54:23,102.29,Food,Gold,Online,Singapore,1,0,0,10.23,9,Web,0,Monday,False,0,210.555,-108.26499999999996,0,6,0,1,1,5.5
2024-07-13 19:43:13,43.98,Utilities,Gold,Online,UK,1,1,1,5.75,19,Terminal,1,Saturday,True,0,160.93714285714285,-116.95714285714286,0,7,0,1,0,3.5
2025-01-24 00:45:37,161.49,Travel,Gold,Online,India,0,0,0,6.06,0,Web,1,Friday,False,1,114.42928571428573,47.0607142857143,0,14,0,1,1,6.8
2024-07-23 23:30:57,75.06,Health,Debit,Online,Canada,0,0,0,1.29,23,Terminal,0,Tuesday,False,0,141.07999999999998,-66.01999999999998,0,2,1,0,1,2.0
2024-03-06 07:02:36,64.51,Utilities,Debit,ATM,Canada,0,1,0,11.9,7,Web,0,Wednesday,False,0,118.338,-53.828,0,5,0,1,0,1.5
2024-09-24 19:04:00,331.16,Online Services,Credit,POS,USA,0,0,0,0.19,19,Web,0,Tuesday,False,0,205.4085714285714,125.75142857142862,0,7,0,0,1,4.0
2024-12-13 16:34:07,52.91,Utilities,Debit,POS,USA,0,0,0,1.63,16,Terminal,0,Friday,False,0,73.0,-20.090000000000003,0,7,0,0,1,2.0
2024-10-31 06:35:28,130.58,Online Services,Gold,Online,Australia,0,0,0,2.76,6,Mobile,1,Thursday,False,0,237.99714285714285,-107.41714285714284,0,7,0,0,1,4.0
2025-05-05 05:44:07,56.21,Online Services,Debit,POS,UK,0,0,0,7.13,5,Mobile,0,Monday,False,1,154.2728571428571,-98.06285714285713,0,7,1,1,1,4.8
2025-04-14 11:14:19,29.53,Clothing,Platinum,ATM,France,1,0,0,10.27,11,Terminal,0,Monday,False,0,118.29142857142858,-88.76142857142858,0,7,0,1,1,5.5
2024-08-04 22:15:27,69.61,Groceries,Credit,Online,Canada,0,0,0,0.51,22,Web,1,Sunday,True,0,113.21125,-43.60125000000001,0,8,1,0,1,2.0
2024-07-08 04:04:11,52.6,Online Services,Platinum,POS,France,0,1,0,3.2,4,Terminal,1,Monday,False,1,175.58571428571432,-122.98571428571432,0,7,0,0,0,1.3
2025-02-08 23:30:15,327.01,Groceries,Credit,ATM,Singapore,0,0,1,0.54,23,Web,1,Saturday,True,0,202.475,124.535,0,6,1,0,0,2.0
2024-02-22 11:41:11,47.12,Entertainment,Gold,POS,Canada,1,0,1,5.41,11,Terminal,1,Thursday,False,0,74.505,-27.385,0,2,0,1,0,3.5
2025-09-13 13:15:42,148.95,Clothing,Credit,POS,Canada,0,0,1,47.08,13,Web,0,Saturday,True,0,119.70272727272727,29.24727272727272,0,11,0,1,0,3.5
2025-06-04 10:19:55,63.58,Food,Platinum,ATM,UK,0,0,0,3.41,10,Terminal,1,Wednesday,False,0,82.53166666666667,-18.951666666666668,0,6,0,0,1,2.0
2024-07-09 23:42:56,113.07,Electronics,Gold,POS,USA,0,0,0,1.67,23,Terminal,0,Tuesday,False,0,106.355,6.714999999999989,0,6,0,0,1,4.0
2025-09-06 11:19:41,23.22,Clothing,Credit,POS,Germany,0,1,0,0.78,11,Terminal,1,Saturday,True,0,108.12666666666668,-84.90666666666667,0,3,0,0,0,0.0
2024-08-01 00:38:18,45.63,Travel,Platinum,ATM,Australia,0,0,1,18.69,0,Web,1,Thursday,False,1,150.7475,-105.1175,0,8,0,1,0,2.8
2025-09-26 16:38:21,51.53,Groceries,Gold,ATM,Canada,0,0,1,8.63,16,Terminal,0,Friday,False,0,171.84625,-120.31625,0,8,0,1,0,1.5
2025-05-24 12:22:42,12.28,Food,Debit,Online,USA,1,0,0,6.29,12,Mobile,1,Saturday,True,0,148.5575,-136.2775,0,4,0,1,1,5.5
2024-06-08 00:46:33,73.29,Online Services,Debit,ATM,Canada,0,0,0,2.27,0,Web,0,Saturday,True,1,111.475,-38.185,0,6,0,0,1,3.3
2024-08-31 20:27:01,102.95,Food,Credit,POS,Singapore,0,0,0,1.82,20,Terminal,0,Saturday,True,0,205.965,-103.015,0,4,0,0,1,2.0
2025-06-23 03:56:08,21.85,Health,Credit,ATM,Germany,0,1,0,1.55,3,Terminal,1,Monday,False,1,99.79,-77.94,0,6,0,0,0,1.3
2025-01-07 17:32:38,145.73,Electronics,Credit,Online,Singapore,0,1,1,3.27,17,Mobile,1,Tuesday,False,0,156.3766666666667,-10.646666666666675,0,6,0,0,0,2.0
2025-02-08 18:23:51,248.86,Food,Gold,Online,USA,0,0,0,19.45,18,Terminal,1,Saturday,True,0,157.98600000000002,90.874,0,5,0,1,1,5.5
2025-02-06 09:02:00,76.02,Food,Platinum,ATM,India,0,0,0,9.15,9,Mobile,1,Thursday,False,0,102.08,-26.06,0,5,1,1,1,3.5
2024-05-02 13:18:52,462.94,Health,Gold,ATM,India,0,0,1,1.01,13,Terminal,1,Thursday,False,0,196.66333333333333,266.27666666666664,0,6,1,0,0,2.0
2024-03-29 14:54:53,7.37,Food,Debit,ATM,Canada,0,1,0,7.11,14,Web,1,Friday,False,0,117.46,-110.09,0,2,1,1,0,1.5
2025-07-30 19:37:39,55.91,Entertainment,Credit,POS,Germany,1,0,0,2.42,19,Mobile,1,Wednesday,False,0,92.23444444444443,-36.32444444444445,0,9,1,0,1,4.0
2024-04-03 03:30:54,135.69,Online Services,Credit,ATM,Singapore,0,1,0,4.19,3,Web,1,Wednesday,False,1,242.3881818181818,-106.6981818181818,0,11,0,1,0,4.8
2025-04-23 17:05:22,79.6,Health,Platinum,ATM,Canada,1,0,1,1.5,17,Web,0,Wednesday,False,0,133.08777777777777,-53.48777777777778,0,9,1,0,0,2.0
2025-01-05 13:05:17,226.27,Clothing,Platinum,Online,USA,0,0,0,2.63,13,Web,1,Sunday,True,0,125.83666666666666,100.43333333333337,0,3,0,0,1,4.0
2025-08-17 10:26:51,61.9,Electronics,Gold,Online,USA,0,0,0,3.65,10,Web,0,Sunday,True,0,136.69714285714286,-74.79714285714286,0,7,0,1,1,3.5
2025-05-07 22:18:14,203.78,Groceries,Debit,Online,UK,0,0,0,4.95,22,Web,1,Wednesday,False,0,185.75777777777776,18.02222222222224,0,9,0,1,1,5.5
2024-09-23 01:29:15,24.95,Utilities,Credit,POS,Singapore,0,0,0,0.47,1,Terminal,1,Monday,False,1,68.30600000000001,-43.35600000000001,0,5,0,0,1,3.3
2024-10-13 08:49:38,47.33,Utilities,Platinum,ATM,Canada,0,0,1,6.11,8,Web,1,Sunday,True,0,72.06,-24.730000000000004,0,5,0,1,0,1.5
2024-05-17 09:36:07,90.29,Entertainment,Debit,POS,France,0,1,0,2.98,9,Terminal,0,Friday,False,0,167.346,-77.056,0,10,0,0,0,0.0
2024-03-21 10:31:15,352.23,Online Services,Platinum,Online,Australia,0,1,1,0.09,10,Mobile,1,Thursday,False,0,168.20714285714286,184.0228571428572,0,7,0,0,0,2.0
2025-04-22 06:41:18,20.8,Fuel,Credit,POS,UK,0,0,0,1.18,6,Terminal,1,Tuesday,False,0,88.67,-67.87,0,2,1,0,1,2.0
2025-01-09 23:05:22,128.34,Online Services,Debit,POS,India,0,0,0,0.93,23,Mobile,0,Thursday,False,0,152.692,-24.352000000000004,0,5,0,0,1,4.0
2024-07-02 08:33:35,33.04,Groceries,Debit,Online,UK,0,0,0,1.89,8,Web,0,Tuesday,False,0,118.4625,-85.42250000000001,0,4,1,0,1,2.0
2024-05-31 23:49:16,144.04,Entertainment,Gold,POS,USA,0,0,0,1.39,23,Terminal,1,Friday,False,0,124.66,19.379999999999995,0,5,0,0,1,4.0
2024-03-26 08:23:08,112.01,Electronics,Debit,ATM,USA,0,1,0,12.69,8,Terminal,0,Tuesday,False,0,189.425,-77.41499999999998,0,2,0,1,0,3.5
2025-08-23 12:29:16,534.51,Travel,Credit,Online,Singapore,0,0,0,2.02,12,Web,0,Saturday,True,0,229.26555555555555,305.2444444444444,0,9,0,0,1,4.0
2025-08-29 09:28:17,150.14,Groceries,Platinum,ATM,Canada,0,1,0,4.38,9,Web,0,Friday,False,0,112.592,37.54799999999997,0,5,0,1,0,3.5
2024-02-08 21:46:21,47.27,Electronics,Debit,ATM,UK,0,0,0,1.38,21,Terminal,0,Thursday,False,0,57.9525,-10.682499999999996,0,4,0,0,1,2.0
2025-07-23 01:19:07,40.75,Food,Gold,ATM,Germany,0,0,0,0.2,1,Web,1,Wednesday,False,1,71.588,-30.837999999999997,0,10,0,0,1,3.3
2024-12-06 00:32:44,60.12,Food,Gold,POS,Canada,1,0,0,2.08,0,Web,1,Friday,False,1,138.064,-77.94399999999999,0,5,0,0,1,5.3
2025-09-13 12:38:34,177.65,Clothing,Gold,Online,France,0,1,0,8.45,12,Terminal,1,Saturday,True,0,135.15166666666667,42.498333333333335,0,6,0,1,0,3.5
2025-01-09 07:01:32,118.33,Online Services,Credit,POS,USA,0,0,0,9.96,7,Terminal,1,Thursday,False,0,105.42285714285715,12.907142857142844,0,7,0,1,1,5.5
2024-06-16 22:10:57,524.47,Electronics,Platinum,Online,UK,0,0,0,7.74,22,Terminal,1,Sunday,True,0,180.2625,344.2075,0,4,0,1,1,5.5
2024-12-17 01:44:39,252.33,Clothing,Platinum,POS,USA,0,0,0,6.54,1,Terminal,1,Tuesday,False,1,178.245,74.08500000000001,0,6,0,1,1,6.8
2024-07-19 16:01:19,177.56,Food,Credit,POS,Australia,0,1,0,3.19,16,Mobile,0,Friday,False,0,141.69555555555556,35.864444444444445,0,9,0,0,0,2.0
2024-12-09 21:01:42,181.6,Online Services,Gold,ATM,UK,0,0,1,0.28,21,Web,1,Monday,False,0,170.94333333333336,10.656666666666638,0,12,0,0,0,2.0
2024-08-10 22:36:33,47.27,Health,Gold,POS,Germany,0,0,1,2.98,22,Web,1,Saturday,True,0,119.16,-71.88999999999999,0,7,0,0,0,0.0
2025-02-22 04:25:26,76.47,Clothing,Platinum,POS,USA,1,0,1,16.18,4,Mobile,0,Saturday,True,1,90.91888888888889,-14.448888888888888,0,9,0,1,0,4.8
2024-12-17 06:30:02,148.82,Groceries,Gold,POS,France,0,0,0,3.22,6,Mobile,0,Tuesday,False,0,119.245,29.575000000000003,0,8,0,0,1,4.0
2024-11-29 05:12:35,343.75,Clothing,Platinum,ATM,USA,1,0,0,0.04,5,Mobile,1,Friday,False,1,177.29888888888888,166.45111111111112,0,9,0,0,1,7.3
2024-02-04 21:19:18,193.13,Groceries,Platinum,ATM,Australia,0,1,0,2.3,21,Web,0,Sunday,True,0,144.426,48.70400000000001,0,5,0,0,0,2.0
2024-03-11 22:26:51,184.9,Fuel,Platinum,ATM,France,0,1,0,12.0,22,Terminal,1,Monday,False,0,184.60333333333332,0.2966666666666526,0,6,0,1,0,3.5
2024-03-04 16:11:08,154.51,Groceries,Platinum,ATM,UK,0,0,0,3.65,16,Mobile,1,Monday,False,0,219.0825,-64.57249999999999,0,8,0,1,1,5.5
2025-09-02 07:32:36,62.92,Clothing,Debit,Online,France,0,1,0,9.1,7,Mobile,1,Tuesday,False,0,206.686,-143.76600000000002,0,5,0,1,0,1.5
2024-09-01 20:13:07,67.91,Clothing,Gold,POS,France,0,1,0,2.17,20,Mobile,1,Sunday,True,0,180.095,-112.185,0,10,0,0,0,0.0
2024-09-30 15:49:40,71.33,Online Services,Platinum,ATM,Singapore,0,1,0,4.01,15,Mobile,1,Monday,False,0,178.9688888888889,-107.6388888888889,0,9,0,1,0,1.5
2024-09-07 23:47:12,97.04,Utilities,Gold,Online,Canada,0,1,0,2.09,23,Terminal,0,Saturday,True,0,153.98333333333332,-56.943333333333314,0,6,0,0,0,0.0
2024-08-17 01:43:45,42.4,Health,Debit,POS,UK,0,0,0,3.12,1,Terminal,0,Saturday,True,1,75.4,-33.00000000000001,0,5,0,0,1,3.3
2025-09-06 06:35:45,45.88,Utilities,Debit,POS,UK,0,0,0,3.12,6,Mobile,1,Saturday,True,0,167.745,-121.865,0,4,1,0,1,2.0
2025-06-30 03:59:23,154.03,Online Services,Gold,POS,USA,0,1,0,1.7,3,Terminal,1,Monday,False,1,210.032,-56.00200000000001,0,5,0,0,0,3.3
2024-06-27 00:32:21,740.11,Online Services,Gold,ATM,UK,0,0,0,0.03,0,Web,1,Thursday,False,1,199.395,540.715,1,6,0,0,1,5.3
2024-06-10 18:48:57,87.55,Health,Debit,Online,Germany,0,0,1,0.85,18,Terminal,1,Monday,False,0,130.7875,-43.2375,0,4,0,0,0,0.0
2025-01-29 15:19:23,60.0,Clothing,Gold,ATM,Australia,0,0,1,2.88,15,Mobile,0,Wednesday,False,0,158.1625,-98.1625,0,4,0,0,0,0.0
2025-07-18 12:49:55,441.88,Online Services,Gold,ATM,France,0,1,0,8.13,12,Mobile,0,Friday,False,0,255.006,186.874,0,5,0,1,0,3.5
2024-10-08 03:20:58,43.56,Utilities,Credit,Online,Germany,0,0,0,1.82,3,Web,0,Tuesday,False,1,96.8157142857143,-53.25571428571429,0,7,1,0,1,3.3
2024-05-25 20:30:24,54.02,Health,Debit,Online,France,1,0,1,1.42,20,Mobile,1,Saturday,True,0,235.91285714285715,-181.89285714285717,0,7,0,0,0,2.0
2025-05-03 11:59:29,212.14,Online Services,Credit,POS,India,0,0,1,4.38,11,Terminal,1,Saturday,True,0,138.79,73.35,0,4,0,1,0,3.5
2025-06-09 18:55:21,138.58,Online Services,Gold,POS,UK,0,0,0,12.88,18,Mobile,0,Monday,False,0,138.45833333333334,0.1216666666666697,0,6,0,1,1,5.5
2025-05-09 07:16:31,16.49,Electronics,Credit,ATM,India,0,1,1,9.31,7,Mobile,1,Friday,False,0,107.93909090909092,-91.44909090909093,0,11,0,1,0,1.5
2024-04-21 09:33:16,201.11,Health,Debit,ATM,India,0,0,0,4.04,9,Web,1,Sunday,True,0,123.88375,77.22625000000001,0,8,0,1,1,5.5
2025-01-06 18:27:29,295.77,Online Services,Credit,Online,Germany,0,0,0,6.06,18,Web,0,Monday,False,0,181.0125,114.7575,0,4,0,1,1,5.5
2025-05-08 22:35:16,33.86,Utilities,Platinum,ATM,USA,0,0,0,8.35,22,Web,0,Thursday,False,0,173.43,-139.57,0,10,1,1,1,3.5
2024-06-21 02:45:54,55.63,Entertainment,Credit,POS,UK,0,1,0,0.3,2,Mobile,0,Friday,False,1,79.35499999999999,-23.724999999999987,0,4,1,0,0,1.3
2025-04-09 09:34:30,98.41,Fuel,Credit,Online,Germany,1,0,0,2.09,9,Web,0,Wednesday,False,0,121.49571428571429,-23.08571428571429,0,7,0,0,1,4.0
2024-12-22 06:00:13,106.15,Utilities,Platinum,POS,USA,0,0,0,0.89,6,Web,0,Sunday,True,0,83.94333333333333,22.20666666666668,0,9,1,0,1,2.0
2024-06-21 13:33:31,428.28,Health,Debit,ATM,Germany,0,0,0,14.37,13,Terminal,1,Friday,False,0,140.32625,287.95375,1,8,0,1,1,5.5
2024-07-19 16:09:29,479.58,Health,Platinum,Online,Germany,0,1,0,0.37,16,Mobile,1,Friday,False,0,168.13125,311.44875,0,8,0,0,0,2.0
2024-01-13 23:08:14,143.12,Online Services,Platinum,POS,UK,0,1,0,11.7,23,Terminal,0,Saturday,True,0,151.95714285714286,-8.837142857142851,0,7,0,1,0,3.5
2024-01-10 07:14:20,59.27,Health,Credit,POS,India,0,1,0,2.65,7,Mobile,0,Wednesday,False,0,190.165,-130.89499999999998,0,6,0,0,0,0.0
2024-06-12 14:27:44,44.3,Utilities,Platinum,POS,France,0,1,0,0.26,14,Mobile,1,Wednesday,False,0,117.98444444444443,-73.68444444444444,0,9,0,0,0,0.0
2024-01-03 12:03:47,483.0,Groceries,Platinum,ATM,Germany,0,0,1,1.21,12,Terminal,1,Wednesday,False,0,222.49571428571429,260.50428571428574,0,7,0,0,0,2.0
2025-06-21 22:46:57,63.66,Electronics,Platinum,Online,India,0,1,0,4.93,22,Terminal,1,Saturday,True,0,96.92,-33.260000000000005,0,6,0,1,0,1.5
2024-10-13 16:39:04,249.32,Entertainment,Debit,POS,Australia,0,1,0,7.54,16,Web,1,Sunday,True,0,141.45333333333335,107.86666666666665,0,6,0,1,0,3.5
2024-06-14 23:35:40,98.8,Travel,Debit,ATM,Singapore,0,0,0,0.39,23,Mobile,0,Friday,False,0,208.096,-109.296,0,5,0,0,1,2.0
2024-05-15 07:52:24,61.86,Food,Credit,Online,Canada,0,1,0,1.24,7,Web,0,Wednesday,False,0,64.855,-2.9950000000000045,0,4,0,0,0,0.0
2024-11-17 23:13:17,79.66,Online Services,Credit,POS,India,1,0,0,0.55,23,Web,0,Sunday,True,0,126.98666666666668,-47.32666666666668,0,3,1,0,1,4.0
2024-01-13 06:15:15,28.55,Groceries,Gold,ATM,UK,0,0,0,5.31,6,Mobile,1,Saturday,True,0,75.00800000000001,-46.45800000000001,0,5,0,1,1,3.5
2024-07-20 20:53:42,115.09,Utilities,Gold,ATM,France,0,0,0,1.98,20,Web,1,Saturday,True,0,154.1457142857143,-39.05571428571429,0,7,1,0,1,4.0
